,bathroom,bedroom,code,date,description,direct,floor,ground_area,juridical,kitchen,length,link_image,livingroom,name_project,parking,price,road_width,specific_address,terrace,title,type,url_page,usable_area,width,ward,district,province,street
957, Có,4 pn, MS294829,,None,,4 t, 50 m,Sổ Đỏ, Có, 12.5 m,https://nhadat24h.net.vn/storage/product/10425/x7-1.jpg, Có, Bán nhà phố Nhân Hòa Nhân Chính 50m 4X4T ngõ thông kinh doanh nhà đẹp ở ngay nhỉnh 6 tỷ lh 0817606560, Không,6500000000, 3.5 m,"Đường Nhân Hòa, Nhân Chính", Không,Bán nhà phố Nhân Hòa Nhân Chính 50m 4X4T ngõ thông kinh doanh nhà đẹp ở ngay nhỉnh 6 tỷ lh 0817606560,0,https://nhadat24h.net.vn/du-an/ban-nha-pho-nhan-hoa-nhan-chinh-50m-4x4t-ngo-thong-kinh-doanh-nha-dep-o-ngay-nhinh-6-ty-lh-0817606560/294829, 50 m, 4 m,Nhân Chính,Thanh Xuân,Hà Nội,Nhân Hòa
959, Có,2 pn, MS294828,,None,,2 t, 40 m,Sổ Đỏ, Có, 5 m,https://nhadat24h.net.vn/storage/product/12017/ngo-to-hoang-van-thai-ng-ngoc-nai-8.jpg, Có, CỰC HOT - HOÀNG VĂN THÁI - 2 MẶT NGÕ Ô TÔ TRÁNH - 7.3 TỶ, Không,7330000000, 1 m,"Đường Hoàng Văn Thái, Khương Trung", Không,CỰC HOT - HOÀNG VĂN THÁI - 2 MẶT NGÕ Ô TÔ TRÁNH - 7.3 TỶ,0,https://nhadat24h.net.vn/du-an/cuc-hot-hoang-van-thai-2-mat-ngo-o-to-tranh-73-ty/294828, 40 m, 8 m,Khương Trung,Thanh Xuân,Hà Nội,Hoàng Văn Thái
961, Có,0, MS294822,,None,Bắc,2 t, 69 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/11128/618da9b0bb5912074b482.jpg, Có," FPT Plaza 1, căn góc, 2PN 69m2, view Quảng trường, tầng cao, giá chỉ 1.55 tỷ.", Không,1550000000, 35 m,"Đường Võ Quý Huân, Hòa Hải", Không,"FPT Plaza 1, căn góc, 2PN 69m2, view Quảng trường, tầng cao, giá chỉ 1.55 tỷ.",0,https://nhadat24h.net.vn/du-an/fpt-plaza-1-can-goc-2pn-69m2-view-quang-truong-tang-cao-gia-chi-155-ty/294822, 69 m, 0 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,None
963, Có,2 pn, MS294788,,Quý khách hàng vui lòng gọi hoặc nhắn qua Zalo theo sdt Không 922988188 để đi xem miễn phí và xem hồ sơ các nhà mặt tiền tốt nhất trung tâm thành phố Cần Thơ,,3 t, 70 m,Sổ Hồng, Có, 16 m,https://nhadat24h.net.vn/storage/product/16892/z4951272059308-379e7834fb26cd110d2951394c6d20e3.jpg, Có," Cần bán nhà ngang lớn 6m góc 2MT Xô Viết Nghệ Tĩnh, An Cư Ninh Kiều, trệt lầu giá chỉ 7,6 tỷ", Không,7600000000, 10 m,"Đường Xô Viết Nghệ Tĩnh, An Cư", Không,"Cần bán nhà ngang lớn 6m góc 2MT Xô Viết Nghệ Tĩnh, An Cư Ninh Kiều, trệt lầu giá chỉ 7,6 tỷ",0,https://nhadat24h.net.vn/du-an/can-ban-nha-ngang-lon-6m-goc-2mt-xo-viet-nghe-tinh-an-cu-ninh-kieu-tret-lau-gia-chi-76-ty/294788, 70 m, 6 m,An Cư,Ninh Kiều,Cần Thơ,Xô Viết Nghệ Tĩnh
964, Có,5 pn, MS294772,,None,Nam,6 t, 49 m,Sổ Đỏ, Có, 12 m,https://nhadat24h.net.vn/storage/product/16886/1-1.jpg, Có," Chùm 5 căn mới tinh phố Minh Khai - tiện ích ngập tràn, nội thất 5* nhỉnh 5 tỷ", Không,5200000000, 2 m,"Đường Minh Khai, Thanh Lương", Không,"Chùm 5 căn mới tinh phố Minh Khai - tiện ích ngập tràn, nội thất 5* nhỉnh 5 tỷ",0,https://nhadat24h.net.vn/du-an/chum-5-can-moi-tinh-pho-minh-khai-tien-ich-ngap-tran-noi-that-5-nhinh-5-ty/294772, 49 m, 4 m,Thanh Lương,Hai Bà Trưng,Hà Nội,Minh Khai
967, Không,1 pn, MS294726,,None,,1 t, 80 m,Sổ Đỏ, Có, 18 m,https://nhadat24h.net.vn/storage/product/16574/z4972522732689-c1071d35af975c5daa9089a686c06f40.jpg, Có, Bán nhà cấp 4 mặt tiền đường trần văn giàu đối diện bonchen, Không,11000000000, 1 m,"Đường 1, 1", Không,Bán nhà cấp 4 mặt tiền đường trần văn giàu đối diện bonchen,0,https://nhadat24h.net.vn/du-an/ban-nha-cap-4-mat-tien-duong-tran-van-giau-doi-dien-bonchen/294726, 80 m, 4.5 m,01,Bình Thạnh,Hồ Chí Minh,D1
969, Có,1 pn, MS294739,,None,,2 t, 136 m,Sổ Hồng, Có, 22 m,https://nhadat24h.net.vn/storage/product/14417/399413991-7358624040823863-5677753887924422231-n.jpg, Có," Bán Nhà HXH, 136m, Nở Hậu, Đường Phan Huy ích, Tân Bình. Gía 8 tỷ", Không,8000000000, 6 m,"Đường phan huy ích, 15", Không,"Bán Nhà HXH, 136m, Nở Hậu, Đường Phan Huy ích, Tân Bình. Gía 8 tỷ",0,https://nhadat24h.net.vn/du-an/ban-nha-hxh-136m-no-hau-duong-phan-huy-ich-tan-binh-gia-8-ty/294739, 136 m, 5 m,15,Tân Bình,Hồ Chí Minh,Phan Huy Ích
970, Không,3 pn, MS294704,,None,,3 t, 80 m,Sổ Đỏ, Có, 20 m,https://nhadat24h.net.vn/storage/product/15764/z4972402962222-b42f68c82a03785735d1a5dd7443100e.jpg, Có," Bán nhà Mặt Phố Nguyễn Trãi 80m2, 1 mặt phố,1 mặt ngõ thông, Ô tô, vỉa hè đá bóng, kinh doanh, Giá 11,5 tỷ!!!", Không,11500000000, 50 m,"Đường Nguyễn Trãi, Khương Đình", Không,"Bán nhà Mặt Phố Nguyễn Trãi 80m2, 1 mặt phố,1 mặt ngõ thông, Ô tô, vỉa hè đá bóng, kinh doanh, Giá 11,5 tỷ!!!",0,https://nhadat24h.net.vn/du-an/ban-nha-mat-pho-nguyen-trai-80m2-1-mat-pho1-mat-ngo-thong-o-to-via-he-da-bong-kinh-doanh-gia-115-ty/294704, 80 m, 4 m,Khương Đình,Thanh Xuân,Hà Nội,Nguyễn Trãi
972, Không,0, MS294756,,"✔️Để có bất động sản giao dịch trong 1-3-5-10 năm tới tại thị trường phía Nam, trở thành nhà đầu tư thứ cấp chiếm lĩnh thị trường, tự định giá tài sản.",,0, 141 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/15018/20230707173646-0d01-wm.jpg, Có, Bán chung cư Tecco Thanh trì giá chỉ 27 triệu/ mét đã có sổ lh 0982700605, Không,0, 1 m,"Đường Chiến Thắng, Tứ Hiệp", Không,Bán chung cư Tecco Thanh trì giá chỉ 27 triệu/ mét đã có sổ lh 0982700605,0,https://nhadat24h.net.vn/du-an/ban-chung-cu-tecco-thanh-tri-gia-chi-27-trieu-met-da-co-so-lh-0982700605/294756, 141 m, 0 m,Tứ Hiệp,Thanh Trì,Hà Nội,None
973, Không,0, MS294749,,None,,0, 51 m,Sổ Hồng, Có, 0 m,https://nhadat24h.net.vn/storage/product/16678/1-3.jpg, Có, BÁN NHÀ CĂN GÓC MẶT TIỀN VÕ THỊ SÁU PHƯỜNG VĨNH TRƯỜNG GIÁ 3ty1, Không,3100000000, 14 m,"Đường 1, Vĩnh Trường", Không,BÁN NHÀ CĂN GÓC MẶT TIỀN VÕ THỊ SÁU PHƯỜNG VĨNH TRƯỜNG GIÁ 3ty1,0,https://nhadat24h.net.vn/du-an/ban-nha-can-goc-mat-tien-vo-thi-sau-phuong-vinh-truong-gia-3ty1/294749, 51 m, 5.5 m,Vĩnh Trường,None,Khánh Hòa,None
974, Có,5 pn, MS294716,,None,,6 t, 66 m,Sổ Đỏ, Có, 11 m,https://nhadat24h.net.vn/storage/product/9060/z4172483286372-2264ed46d429c2d0b2cccb7106c96576-1.jpg, Có," BÁN NHÀ TDP NGỌC ĐẠI, NGOC 1 ĐẠI MỖ, NAM TỪ LIÊM, Ô TÔ, KD, 66M x 5 TẦNG, GIÁ 7.6 TỶ", Không,7600000000, 3 m,"Đường TDP Ngọc Đại, Đại Mỗ, Đại Mỗ", Không,"BÁN NHÀ TDP NGỌC ĐẠI, NGOC 1 ĐẠI MỖ, NAM TỪ LIÊM, Ô TÔ, KD, 66M x 5 TẦNG, GIÁ 7.6 TỶ",0,https://nhadat24h.net.vn/du-an/ban-nha-tdp-ngoc-dai-ngoc-1-dai-mo-nam-tu-liem-o-to-kd-66m-x-5-tang-gia-76-ty/294716, 66 m, 6 m,Đại Mỗ,Nam Từ Liêm,Hà Nội,None
975, Có,5 pn, MS294745,,None,,5 t, 30 m,Sổ Đỏ, Có, 7.5 m,https://nhadat24h.net.vn/storage/product/14951/39-hoang-van-thai-1.jpg, Có," Chính chủ bán nhà Hoàng Văn Thái 30m2 5 tầng MT 4m ô tô đỗ kinh doanh, 4,3 tỷ", Không,4300000000, 5 m,"Đường Hoàng Văn Thái, Khương Mai", Không,"Chính chủ bán nhà Hoàng Văn Thái 30m2 5 tầng MT 4m ô tô đỗ kinh doanh, 4,3 tỷ",0,https://nhadat24h.net.vn/du-an/chinh-chu-ban-nha-hoang-van-thai-30m2-5-tang-mt-4m-o-to-do-kinh-doanh-43-ty/294745, 30 m, 4 m,Khương Mai,Thanh Xuân,Hà Nội,Hoàng Văn Thái
976, Có,6 pn, MS294705,,Liên hệ em Hải 0982896389 chuyên bất động sản thổ cư Hà Nội để được tư vấn miễn phí.,,3 t, 52 m,Sổ Hồng, Có, 12 m,https://nhadat24h.net.vn/storage/product/11971/z4972423843346-b349ca8b4717c18a1c46cf645b8890e8.jpg, Có," BÁN NHÀ ĐƯỜNG CẦU GIẤY, PHÂN LÔ, Ô TÔ TRÁNH, 6T THANG MÁY KINH DOANH 52M, 19.6TỶ.", Không,19600000000, 10 m,"Đường Cầu Giấy, Quan Hoa", Không,"BÁN NHÀ ĐƯỜNG CẦU GIẤY, PHÂN LÔ, Ô TÔ TRÁNH, 6T THANG MÁY KINH DOANH 52M, 19.6TỶ.",0,https://nhadat24h.net.vn/du-an/ban-nha-duong-cau-giay-phan-lo-o-to-tranh-6t-thang-may-kinh-doanh-52m-196ty/294705, 52 m, 5 m,Quan Hoa,Cầu Giấy,Hà Nội,Cầu Giấy
977, Không,3 pn, MS294707,,None,,3 t, 36 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/5291/anh3-2-2.jpg, Có," NHÀ ĐẸP DÂN XÂY TRƯƠNG ĐỊNH 36m2 Giá 3.2Ty Thoáng, Nông, Mới.", Không,3200000000, 2 m,"Đường Trương Định, Tương Mai", Không,"NHÀ ĐẸP DÂN XÂY TRƯƠNG ĐỊNH 36m2 Giá 3.2Ty Thoáng, Nông, Mới.",0,https://nhadat24h.net.vn/du-an/nha-dep-dan-xay-truong-dinh-36m2-gia-32ty-thoang-nong-moi/294707, 36 m, 0 m,Tương Mai,Hoàng Mai,Hà Nội,Trương Định
978, Có,6 pn, MS294724,,None,,6 t, 60 m,Sổ Đỏ, Có, 15 m,https://nhadat24h.net.vn/storage/product/10303/ed48e6e5-1f2d-47b7-9147-97070cd7276d.jpg, Có," Liền kề Thạch Bàn, 60m x 6 tầng, gara ôtô, thang máy, tặng nội thất", Không,7300000000, 4 m,"Đường Thạch Bàn, Thạch Bàn", Không,"Liền kề Thạch Bàn, 60m x 6 tầng, gara ôtô, thang máy, tặng nội thất",0,https://nhadat24h.net.vn/du-an/lien-ke-thach-ban-60m-x-6-tang-gara-oto-thang-may-tang-noi-that/294724, 60 m, 4 m,Thạch Bàn,Long Biên,Hà Nội,Thạch Bàn
980, Có,12 pn, MS294904,,None,Bắc,3 t, 149 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/14917/scaled-img-20231208-133447.jpg, Có, Vinaconex 1 Khuất Duy Tiến căn hộ 149m2 - 3 phòng ngủ có hầm để xe ô tô thoải mái, Không,5000000000, 24 m,"Đường Khuất Duy Tiến, Trung Hòa", Không,Vinaconex 1 Khuất Duy Tiến căn hộ 149m2 - 3 phòng ngủ có hầm để xe ô tô thoải mái,0,https://nhadat24h.net.vn/du-an/vinaconex-1-khuat-duy-tien-can-ho-149m2-3-phong-ngu-co-ham-de-xe-o-to-thoai-mai/294904, 149 m, 0 m,Trung Hoà,Cầu Giấy,Hà Nội,Khuất Duy Tiến
981, Không,8 pn, MS294767,,PS: TÔI! KHÔNG MUA KHÔNG BÁN CHỈ KHOE HỘ CHỦ NHÀ! VẬY THÔI!,,0, 94 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/16815/56389.jpg, Có," TIN MỚI 09 2628 5559 Bán nhà Đào Tấn 94m², 8 tầng, MT 10m, giá 42 tỷ Ba Đình. Mua liên hệ", Không,42000000000, 29 m,"Đường Đào Tấn, Cống Vị", Không,"TIN MỚI 09 2628 5559 Bán nhà Đào Tấn 94m², 8 tầng, MT 10m, giá 42 tỷ Ba Đình. Mua liên hệ",0,https://nhadat24h.net.vn/du-an/tin-moi-09-2628-5559-ban-nha-dao-tan-94m2-8-tang-mt-10m-gia-42-ty-ba-dinh-mua-lien-he/294767, 94 m, 10 m,Cống Vị,Ba Đình,Hà Nội,Đào Tấn
982, Có,4 pn, MS294780,,None,,4 t, 52 m,Sổ Đỏ, Có, 8.8 m,https://nhadat24h.net.vn/storage/product/5835/v2-3.jpg, Có, Bán nhà mặt ngõ thông Khương TRung Thanh Xuân 52mx5T ô tô kinh doanh tấp nập nhỉnh 6 tỷ lh 0975124520, Không,6800000000, 4.5 m,"Đường Khương Trung, Khương Mai", Không,Bán nhà mặt ngõ thông Khương TRung Thanh Xuân 52mx5T ô tô kinh doanh tấp nập nhỉnh 6 tỷ lh 0975124520,0,https://nhadat24h.net.vn/du-an/ban-nha-mat-ngo-thong-khuong-trung-thanh-xuan-52mx5t-o-to-kinh-doanh-tap-nap-nhinh-6-ty-lh-0975124520/294780, 52 m, 6 m,Khương Mai,Thanh Xuân,Hà Nội,Khương Trung mới
986, Có,0, MS294791,,None,,1 t, 73 m,Sổ Hồng, Có, 18 m,https://nhadat24h.net.vn/storage/product/5568/410575453-1500630497165994-6682881486343633754-n.jpg, Có, TÂN PHÚ SÓT LÔ ĐẤT 2 MẶT TIỀN - KINH DOANH ĐỈNH - NGAY TRƯỜNG TÂN THỚI HOÀ THÔNG TÔ HIỆU - 73M2 - KHU VỰC XÂY 6 TẦNG - CHỈ NHỈNH 6 TỶ, Không,6750000000, 6 m,"Đường Nguyễn Văn Yến, Tân Thới Hòa", Không,TÂN PHÚ SÓT LÔ ĐẤT 2 MẶT TIỀN - KINH DOANH ĐỈNH - NGAY TRƯỜNG TÂN THỚI HOÀ THÔNG TÔ HIỆU - 73M2 - KHU VỰC XÂY 6 TẦNG - CHỈ NHỈNH 6 TỶ,0,https://nhadat24h.net.vn/du-an/tan-phu-sot-lo-dat-2-mat-tien-kinh-doanh-dinh-ngay-truong-tan-thoi-hoa-thong-to-hieu-73m2-khu-vuc-xay-6-tang-chi-nhinh-6-ty/294791, 73 m, 4 m,Tân Thới Hòa,Tân Phú,Hồ Chí Minh,Nguyễn Văn Yến
988, Có,2 pn, MS294857,,"- Tiện ích  về an sinh xã hội đầy đủ như : gần nhiều trường học, chợ, bệnh viện...",,2 t, 28 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/1676/z4972701453790-0275abdc3c0c02875a3568b394283bd6.jpg, Có," NHÀ CHÍNH CHỦ - GIÁ TỐT - CẦN BÁN NHANH CĂN NHÀ ĐẸP tại quận Bình Tân, TPHCM", Không,2600000000, 5 m,"Đường 1, An Lạc", Không,"NHÀ CHÍNH CHỦ - GIÁ TỐT - CẦN BÁN NHANH CĂN NHÀ ĐẸP tại quận Bình Tân, TPHCM",0,https://nhadat24h.net.vn/du-an/nha-chinh-chu-gia-tot-can-ban-nhanh-can-nha-dep-tai-quan-binh-tan-tphcm/294857, 28 m, 0 m,An Lạc,Bình Tân,Hồ Chí Minh,None
989, Có,6 pn, MS294665,,"Pháp lý: Sổ đỏ, hình thửa đẹp",,8 t, 55 m,Sổ Đỏ, Có, 9.167 m,https://nhadat24h.net.vn/storage/product/13104/img-20230911-235936-1694452000964.jpg, Có, Bán Nhà Mặt Phố Nguyễn Đình Hoàn Quận Cầu Giấy. 55m Xây 6 Tầng Mặt Tiền 6m Nhỉnh 18 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Thiện Chí Cần Bán Nhanh. 1052, Không,18100000000, 15 m,"Đường Nguyễn Đình Hoàn, Nghĩa Đô", Không,Bán Nhà Mặt Phố Nguyễn Đình Hoàn Quận Cầu Giấy. 55m Xây 6 Tầng Mặt Tiền 6m Nhỉnh 18 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Thiện Chí Cần Bán Nhanh. 1052,0,https://nhadat24h.net.vn/du-an/ban-nha-mat-pho-nguyen-dinh-hoan-quan-cau-giay-55m-xay-6-tang-mat-tien-6m-nhinh-18-ty-cam-ket-anh-that-mo-ta-chinh-xac-chu-thien-chi-can-ban-nhanh-1052/294665, 55 m, 6 m,Nghĩa Đô,Cầu Giấy,Hà Nội,Nguyễn Đình Hoàn
990, Không,0, MS294591,,None,,0, 52 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/16423/410067431-6641177059327371-1917559369102296917-n.jpg, Không, Bán đất Thanh Đàm 52m mt5m 3 tỷ hơn nở hậu vài phân 15m oto, Không,3000000000, 2.5 m,"Đường Thanh Đàm, Lĩnh Nam", Không,Bán đất Thanh Đàm 52m mt5m 3 tỷ hơn nở hậu vài phân 15m oto,0,https://nhadat24h.net.vn/du-an/ban-dat-thanh-dam-52m-mt5m-3-ty-hon-no-hau-vai-phan-15m-oto/294591, 52 m, 0 m,Lĩnh Nam,Hoàng Mai,Hà Nội,Thanh Đàm
991, Có,6 pn, MS294508,,None,,4 t, 90 m,Sổ Đỏ, Có, 16.4 m,https://nhadat24h.net.vn/storage/product/15720/356684524-1461076534747501-4178855746935035508-n.jpg, Có," Bán tòa nhà Văn phòng ngõ thông 34 Hoàng Cầu Đống Đa 90m2x6 tầng thang máy, chỉ 25.9 tỷ.", Không,25900000000, 12 m,"Đường Hoàng Cầu, Ô Chợ Dừa", Không,"Bán tòa nhà Văn phòng ngõ thông 34 Hoàng Cầu Đống Đa 90m2x6 tầng thang máy, chỉ 25.9 tỷ.",0,https://nhadat24h.net.vn/du-an/ban-toa-nha-van-phong-ngo-thong-34-hoang-cau-dong-da-90m2x6-tang-thang-may-chi-259-ty/294508, 90 m, 5.5 m,Ô Chợ Dừa,Đống Đa,Hà Nội,Hoàng Cầu
992, Có,2 pn, MS294465,,None,,2 t, 54 m,Sổ Hồng, Có, 14 m,https://nhadat24h.net.vn/storage/product/9601/ban-nha-hem-xe-hoi-duong-dinh-tien-hoan-phuong-1-quan-binh-thanh.jpg, Có," Bán nhà HXT Đinh Tiên Hoàng, P1, Bình Thạnh, 54m2/45m2, 2 tầng, 6.5 tỷ.", Không,6500000000, 5 m,"Đường Đinh Tiên Hoàng, 1", Không,"Bán nhà HXT Đinh Tiên Hoàng, P1, Bình Thạnh, 54m2/45m2, 2 tầng, 6.5 tỷ.",0,https://nhadat24h.net.vn/du-an/ban-nha-hxt-dinh-tien-hoang-p1-binh-thanh-54m245m2-2-tang-65-ty/294465, 54 m, 3.9 m,01,Bình Thạnh,Hồ Chí Minh,Đinh Tiên Hoàng
993, Có,5 pn, MS294492,,"📕 Sổ đỏ đẹp, vuông vắn, sẵn sàng giao dịch.",,5 t, 45 m,Sổ Đỏ, Có, 9 m,https://nhadat24h.net.vn/storage/product/14567/z4816966682545-c47ab99b467d49f3b57bdce1a3d44062.jpg, Có, BÁN NHÀ MẶT HỒ GẦN PHỐ LÊ TRỌNG TẤN DIỆN TÍCH 45M X 5 TẦNG GIÁ 11 TỶ, Không,11000000000, 20 m,"Đường Lê Trọng Tấn, Phương Liệt", Không,BÁN NHÀ MẶT HỒ GẦN PHỐ LÊ TRỌNG TẤN DIỆN TÍCH 45M X 5 TẦNG GIÁ 11 TỶ,0,https://nhadat24h.net.vn/du-an/ban-nha-mat-ho-gan-pho-le-trong-tan-dien-tich-45m-x-5-tang-gia-11-ty/294492, 45 m, 5 m,Phương Liệt,Thanh Xuân,Hà Nội,Lê Trọng Tấn
994, Có,7 pn, MS294501,,None,,6 t, 80 m,Sổ Đỏ, Có, 16 m,https://nhadat24h.net.vn/storage/product/14265/z4810608546965-2b2a6330b7d902bf21f5fdea563c8f7f.jpg, Có, TRUNG TÂM  BA ĐÌNH - MẶT PHỐ VĨNH PHÚC - KINH DOANH. 80M X 7 TẦNG. GIÁ 25 TỶ., Không,25000000000, 20 m,"Đường Vĩnh Phúc, Kim Mã", Không,TRUNG TÂM  BA ĐÌNH - MẶT PHỐ VĨNH PHÚC - KINH DOANH. 80M X 7 TẦNG. GIÁ 25 TỶ.,0,https://nhadat24h.net.vn/du-an/trung-tam-ba-dinh-mat-pho-vinh-phuc-kinh-doanh-80m-x-7-tang-gia-25-ty/294501, 80 m, 5 m,Kim Mã,Ba Đình,Hà Nội,Vĩnh Phúc
995, Có,3 pn, MS294513,,None,,6 t, 110 m,Sổ Hồng, Có, 24 m,https://nhadat24h.net.vn/storage/product/16677/1234.jpg, Có, NHÀ  MẶT TIỀN KINH DOANH GÒ VẤP - SỔ VUÔNG NỞ HẬU - GIÁ CHÀO CHỈ 100tr/m2., Không,10500000000, 8 m,"Đường 3, 9", Không,NHÀ  MẶT TIỀN KINH DOANH GÒ VẤP - SỔ VUÔNG NỞ HẬU - GIÁ CHÀO CHỈ 100tr/m2.,0,https://nhadat24h.net.vn/du-an/nha-mat-tien-kinh-doanh-go-vap-so-vuong-no-hau-gia-chao-chi-100trm2/294513, 110 m, 4.5 m,9,Gò Vấp,Hồ Chí Minh,B3
996, Không,3 pn, MS294516,,None,,0, 120 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/15839/392776519-6748645438594961-6717033983637831119-n.jpg, Có," TT Thanh Khê Đà Nẵng - Nhà mới rin, nội thất đầy đủ", Không,3300000000, 1 m,"Đường 2/9, An Khê", Không,"TT Thanh Khê Đà Nẵng - Nhà mới rin, nội thất đầy đủ",0,https://nhadat24h.net.vn/du-an/tt-thanh-khe-da-nang-nha-moi-rin-noi-that-day-du/294516, 120 m, 0 m,An Khê,Thanh Khê,Đà Nẵng,2/9
997, Có,3 pn, MS294524,,None,,3 t, 27 m,Sổ Hồng, Có, 9 m,https://nhadat24h.net.vn/storage/product/16677/pn.jpg, Có, BÁN NHÀ MẶT TIỀN 5 TẦNG  KINH DOANH PHÙNG VĂN CUNG - TT PHÚ NHUẬN - 2 MẶT THOÁNG TRƯỚC SAU., Không,7200000000, 10 m,"Đường Phùng Văn Cung, 4", Không,BÁN NHÀ MẶT TIỀN 5 TẦNG  KINH DOANH PHÙNG VĂN CUNG - TT PHÚ NHUẬN - 2 MẶT THOÁNG TRƯỚC SAU.,0,https://nhadat24h.net.vn/du-an/ban-nha-mat-tien-5-tang-kinh-doanh-phung-van-cung-tt-phu-nhuan-2-mat-thoang-truoc-sau/294524, 27 m, 3.1 m,04,Phú Nhuận,Hồ Chí Minh,Phùng Văn Cung
998, Có,6 pn, MS294528,,None,,4 t, 90 m,Sổ Đỏ, Có, 16.4 m,https://nhadat24h.net.vn/storage/product/15720/356684524-1461076534747501-4178855746935035508-n-1.jpg, Có, Nhà đẹp ở ngay đón Tết chủ tự xây Đê La Thành Ba Đình 35m2x5 tầng chỉ 4.5 tỷ., Không,25900000000, 12 m,"Đường Hoàng Cầu, Ô Chợ Dừa", Không,Nhà đẹp ở ngay đón Tết chủ tự xây Đê La Thành Ba Đình 35m2x5 tầng chỉ 4.5 tỷ.,0,https://nhadat24h.net.vn/du-an/nha-dep-o-ngay-don-tet-chu-tu-xay-de-la-thanh-ba-dinh-35m2x5-tang-chi-45-ty/294528, 90 m, 5.5 m,Ô Chợ Dừa,Đống Đa,Hà Nội,Hoàng Cầu
999, Có,2 pn, MS294531,,"KHU PHÂN LÔ ĐƯỜNG 6M TÂN CHÁNH HIỆP QUẬN 12 - 2 TẦNG BTCT, NGAY CHỢ HẠT ĐIỀU, NHÀ ĐẸP Ở NGAY.",,3 t, 50 m,Sổ Hồng, Có, 12 m,https://nhadat24h.net.vn/storage/product/5890/z4954101377774-558cd8387c3736cb24ed7aca93d79113.jpg, Có," KHU PHÂN LÔ ĐƯỜNG 6M TÂN CHÁNH HIỆP QUẬN 12 - 2 TẦNG BTCT, NGAY CHỢ HẠT ĐIỀU, NHÀ ĐẸP Ở NGAY.", Không,4000000000, 6 m,"Đường Đông Bắc, Tân Chánh Hiệp", Không,"KHU PHÂN LÔ ĐƯỜNG 6M TÂN CHÁNH HIỆP QUẬN 12 - 2 TẦNG BTCT, NGAY CHỢ HẠT ĐIỀU, NHÀ ĐẸP Ở NGAY.",0,https://nhadat24h.net.vn/du-an/khu-phan-lo-duong-6m-tan-chanh-hiep-quan-12-2-tang-btct-ngay-cho-hat-dieu-nha-dep-o-ngay/294531, 50 m, 4 m,Tân Chánh Hiệp,12,Hồ Chí Minh,Đông Bắc
1000, Có,2 pn, MS294539,,None,,2 t, 42 m,Sổ Đỏ, Có, 7 m,https://nhadat24h.net.vn/storage/product/5835/t1-4.jpg, Có, Bán đất  tặng nhà mặt ngõ Hoàng Văn Thái 42m 2 tầng mặt tiền 6mô tô tránh kinh doanh tấp nập nhỉnh 7 tỷ, Không,7500000000, 8 m,"Đường Hoàng Văn Thái, Khương Mai", Không,Bán đất  tặng nhà mặt ngõ Hoàng Văn Thái 42m 2 tầng mặt tiền 6mô tô tránh kinh doanh tấp nập nhỉnh 7 tỷ,0,https://nhadat24h.net.vn/du-an/ban-dat-tang-nha-mat-ngo-hoang-van-thai-42m-2-tang-mat-tien-6mo-to-tranh-kinh-doanh-tap-nap-nhinh-7-ty/294539, 42 m, 6 m,Khương Mai,Thanh Xuân,Hà Nội,Hoàng Văn Thái
1001, Không,0, MS294549,,Gọi ngay xem đất 0975380296 Thuỳ Dung ,Đông Nam,0, 100 m,Sổ Đỏ, Không, 20 m,https://nhadat24h.net.vn/storage/product/8353/z4412203546232-7fd2e9c81725376df241e1ad6048d988.jpg, Không," Bán đất mặt đường Đặng Ma La - Quán Nam, vị trí cực đẹp, 100m GIÁ 6.4 tỉ", Không,6400000000, 12 m,"Đường Quán Nam, Kênh Dương", Không,"Bán đất mặt đường Đặng Ma La - Quán Nam, vị trí cực đẹp, 100m GIÁ 6.4 tỉ",0,https://nhadat24h.net.vn/du-an/ban-dat-mat-duong-dang-ma-la-quan-nam-vi-tri-cuc-dep-100m-gia-64-ti/294549, 100 m, 5 m,Kênh Dương,Lê Chân,Hải Phòng,Quán Nam
